species,value,species_mod,aphia_id,sens
SABELLARIIDAE,2,SABELLARIIDAE,979,AZTI
Sabellastarte indica,2,Sabellastarte indica,209934,AZTI
Sabellastarte magnifica,2,Sabellastarte magnifica,334717,AZTI
Sabellastarte sp.,2,Sabellastarte,206071,AZTI
Sabellastarte spectabilis,2,Sabellastarte spectabilis,429077,AZTI
SABELLIDAE,1,SABELLIDAE,985,AZTI
Sabellides borealis,2,Sabellides borealis,129817,AZTI
Sabellides manriquei,1,Sabellides manriquei,331662,AZTI
Sabellides octocirrata,2,Sabellides octocirrata,129818,AZTI
Sabellides sp.,0,Sabellides,129176,AZTI
Sabinea sarsii,2,Sabinea sarsii,107566,AZTI
Sabinea septemcarinata,2,Sabinea septemcarinata,107567,AZTI
Sabinea sp.,2,Sabinea,107012,AZTI
Saccella commutata,1,Saccella commutata,236688,AZTI
Saccella elenensis,2,Saccella elenensis,600470,AZTI
Saccella penderi,2,Saccella penderi,600477,AZTI
Saccella taphria,2,Saccella taphria,600467,AZTI
Saccocirrus papillocercus,1,Saccocirrus papillocercus,130972,AZTI
Saccocirrus sonomacus,1,Saccocirrus sonomacus,331181,AZTI
Saccocirrus sp.,1,Saccocirrus,129550,AZTI
Saccoglossus kowalevskii,1,Saccoglossus kowalevskii,137600,AZTI
Saccoglossus sp.,1,Saccoglossus,137590,AZTI
Saccostrea cucullata,3,Saccostrea cucullata,224654,AZTI
Saduria entomon,3,Saduria entomon,119034,AZTI
Saduria sabini,3,Saduria sabini,119036,AZTI
Saduria sp.,3,Saduria,118451,AZTI
Sagartia troglodytes,1,Sagartia troglodytes,100994,AZTI
Sagartiogeton undatus,0,Sagartiogeton undatus,101002,AZTI
Sagitella kowalewskii,0,Sagitella kowalewskii,155459,AZTI
Sagitta batava,1,Sagitta batava,105447,AZTI
Sagitta crassa,1,Sagitta crassa,268029,AZTI
Sagitta elegans,1,Sagitta elegans,105450,AZTI
Sagitta sp.,1,Sagitta,105410,AZTI
Salitra radwini,2,Salitra radwini,511883,AZTI
Salmacina dysteri,0,Salmacina dysteri,131038,AZTI
Salmacina incrustans,0,Salmacina incrustans,131040,AZTI
Salvatoria clavata,2,Salvatoria clavata,195986,AZTI
Salvatoria euritmica,2,Salvatoria euritmica,195988,AZTI
Salvatoria limbata,2,Salvatoria limbata,195989,AZTI
Salvatoria mediodentata,2,Salvatoria mediodentata,760833,AZTI
Salvatoria rugulosa,2,Salvatoria rugulosa,NA,AZTI
Salvatoria sp.,2,Salvatoria,195982,AZTI
Salvatoria swedmarki,2,Salvatoria swedmarki,195991,AZTI
Salvatoria tenuicirrata,2,Salvatoria tenuicirrata,195992,AZTI
Salvatoria vieitezi,2,Salvatoria vieitezi,195993,AZTI
Salvatoria yraidae,2,Salvatoria yraidae,195994,AZTI
Samytha sexcirrata,1,Samytha sexcirrata,129819,AZTI
Samytha sp.,1,Samytha,129177,AZTI
Samythella affinis,2,Samythella affinis,331197,AZTI
Samythella vanelli,1,Samythella vanelli,NA,AZTI
Sanguinolaria chinensis,1,Sanguinolaria chinensis,NA,AZTI
Sarsinebalia cristoboi,0,Sarsinebalia cristoboi,388223,AZTI
Sarsinebalia typhlops,2,Sarsinebalia typhlops,147144,AZTI
Sarsinebalia urgorrii,0,Sarsinebalia urgorrii,388224,AZTI
Sarsonuphis quadricuspis,1,Sarsonuphis quadricuspis,157558,AZTI
Sarsonuphis sp.,1,Sarsonuphis,157556,AZTI
Saxicavella jeffreysi,1,Saxicavella jeffreysi,140108,AZTI
Saxicavella nybakkeni,2,Saxicavella nybakkeni,505408,AZTI
Saxidomus gigantea,2,Saxidomus gigantea,546014,AZTI
Saxidomus nuttalli,2,Saxidomus nuttalli,367778,AZTI
Sayella chesapeakea,1,Sayella chesapeakea,160444,AZTI
Sayella fusca,1,Sayella fusca,160443,AZTI
Sayella sp.,1,Sayella,160442,AZTI
Scacchia elliptica,0,Scacchia elliptica,NA,AZTI
Scalibregma californicum,2,Scalibregma californicum,331210,AZTI
Scalibregma celticum,3,Scalibregma celticum,130979,AZTI
Scalibregma inflatum,3,Scalibregma inflatum,130980,AZTI
Scalibregma sp.,3,Scalibregma,129555,AZTI
Scalisetosus pellucidus,2,Scalisetosus pellucidus,152408,AZTI
Scalpellum scalpellum,3,Scalpellum scalpellum,106204,AZTI
Scalptia scalariformis,1,Scalptia scalariformis,464817,AZTI
Scaphander lignarius,1,Scaphander lignarius,139488,AZTI
Scaphander punctostriatus,1,Scaphander punctostriatus,139490,AZTI
Scaphander sp.,1,Scaphander,137871,AZTI
Scapharca broughtoni,4,Scapharca broughtoni,591365,AZTI
Scapharca demiri,4,Scapharca demiri,236693,AZTI
Scapharca inaequivalvis,4,Scapharca inaequivalvis,216613,AZTI
Scapharca kagoshimensis,4,Scapharca kagoshimensis,NA,AZTI
Scapharca subcrenata,4,Scapharca subcrenata,743344,AZTI
Scaphopoda,1,Scaphopoda,104,AZTI
Schistocomus sovjeticus,1,Schistocomus sovjeticus,331687,AZTI
Schistocomus sp.,1,Schistocomus,325224,AZTI
Schistomeringos annulata,5,Schistomeringos annulata,334727,AZTI
Schistomeringos caeca,4,Schistomeringos caeca,130043,AZTI
Schistomeringos kefersteini,2,Schistomeringos kefersteini,NA,AZTI
Schistomeringos longicornis,5,Schistomeringos longicornis,334731,AZTI
Schistomeringos neglecta,2,Schistomeringos neglecta,130044,AZTI
Schistomeringos pectinata,2,Schistomeringos pectinata,331696,AZTI
Schistomeringos rudolphi,4,Schistomeringos rudolphi,154127,AZTI
Schistomeringos rudolphii,4,Schistomeringos rudolphii,130045,AZTI
Schistomeringos sp.,2,Schistomeringos,129274,AZTI
Schistomysis kervillei,2,Schistomysis kervillei,120203,AZTI
Schistomysis ornata,2,Schistomysis ornata,120204,AZTI
Schistomysis parkeri,2,Schistomysis parkeri,120205,AZTI
Schistomysis sp.,2,Schistomysis,119905,AZTI
Schistomysis spiritus,2,Schistomysis spiritus,120206,AZTI
Schizaster canaliferus,0,Schizaster canaliferus,124405,AZTI
Schizomavella auriculata,1,Schizomavella auriculata,111091,AZTI
Schizomavella linearis,1,Schizomavella linearis,111099,AZTI
Schizomavella sp.,1,Schizomavella,110829,AZTI
Schizoporella cornuta,1,Schizoporella cornuta,NA,AZTI
Schizoporella sp.,1,Schizoporella,110975,AZTI
Schizorhynchus bilamellatus,1,Schizorhynchus bilamellatus,NA,AZTI
Schizorhynchus endorelloides,1,Schizorhynchus endorelloides,NA,AZTI
Schizotrema atlanticum,0,Schizotrema atlanticum,110590,AZTI
Schmittius politus,2,Schmittius politus,409338,AZTI
Schroederella laubieri,0,Schroederella laubieri,130534,AZTI
Scionella lornensis,1,Scionella lornensis,152266,AZTI
Scissula iris,1,Scissula iris,420891,AZTI
Scissula similis,1,Scissula similis,420892,AZTI
Sclerocheilus minutus,3,Sclerocheilus minutus,130982,AZTI
Sclerocrangon boreas,1,Sclerocrangon boreas,107568,AZTI
Sclerocrangon ferox,1,Sclerocrangon ferox,107569,AZTI
Sclerodactyla multipes,0,Sclerodactyla multipes,242038,AZTI
Scleroplax granulata,2,Scleroplax granulata,445239,AZTI
Scolanthus sp.,2,Scolanthus,100736,AZTI
Scolaricia dubia,1,Scolaricia dubia,334738,AZTI
Scolaricia sp.,1,Scolaricia,129424,AZTI
Scolaricia typica,1,Scolaricia typica,130536,AZTI
Scolelepis agilis,3,Scolelepis agilis,340637,AZTI
Scolelepis bonnieri,3,Scolelepis bonnieri,131171,AZTI
Scolelepis cantabra,2,Scolelepis cantabra,NA,AZTI
Scolelepis chilensis,4,Scolelepis chilensis,863020,AZTI
Scolelepis ciliata,3,Scolelepis ciliata,155543,AZTI
Scolelepis eltaninae nudipalpa,3,Scolelepis eltaninae nudipalpa,335675,AZTI
Scolelepis foliosa,3,Scolelepis foliosa,131173,AZTI
Scolelepis foliosa occidentalis,1,Scolelepis foliosa occidentalis,335837,AZTI
Scolelepis fuliginosa,5,Scolelepis fuliginosa,155542,AZTI
Scolelepis gilchristi,3,Scolelepis gilchristi,596997,AZTI
Scolelepis girardi,3,Scolelepis girardi,155128,AZTI
Scolelepis inflatus,3,Scolelepis inflatus,NA,AZTI
Scolelepis korsuni,3,Scolelepis korsuni,131174,AZTI
Scolelepis lefebvrei,3,Scolelepis lefebvrei,334748,AZTI
Scolelepis mesnili,3,Scolelepis mesnili,131176,AZTI
Scolelepis occidentalis,1,Scolelepis occidentalis,NA,AZTI
Scolelepis sp.,3,Scolelepis,129623,AZTI
Scolelepis squamata,3,Scolelepis squamata,131177,AZTI
Scolelepis texana,2,Scolelepis texana,421086,AZTI
Scolelepis tridentata,3,Scolelepis tridentata,131178,AZTI
Scolelepis victoriensis,3,Scolelepis victoriensis,331765,AZTI
Scolepis cirratulus,3,Scolepis cirratulus,131179,AZTI
Scoletoma emandibla,2,Scoletoma emandibla,130260,AZTI
Scoletoma emandibla mabiti,2,Scoletoma emandibla mabiti,146426,AZTI
Scoletoma emandibulata,2,Scoletoma emandibulata,532019,AZTI
Scoletoma emandibulata mabiti,2,Scoletoma emandibulata mabiti,534042,AZTI
Scoletoma erecta,2,Scoletoma erecta,NA,AZTI
Scoletoma ernesti,2,Scoletoma ernesti,421064,AZTI
Scoletoma fragilis,2,Scoletoma fragilis,130261,AZTI
Scoletoma funchalensis,2,Scoletoma funchalensis,130262,AZTI
Scoletoma impatiens,2,Scoletoma impatiens,130263,AZTI
Scoletoma luti,3,Scoletoma luti,567777,AZTI
Scoletoma magnidentata,2,Scoletoma magnidentata,152260,AZTI
Scoletoma minima,2,Scoletoma minima,421065,AZTI
Scoletoma sp.,2,Scoletoma,129340,AZTI
Scoletoma tenuis,2,Scoletoma tenuis,382375,AZTI
Scoletoma testudinum,2,Scoletoma testudinum,334759,AZTI
Scoletoma tetraura,2,Scoletoma tetraura,130265,AZTI
Scoletoma treadwelli,2,Scoletoma treadwelli,334760,AZTI
Scoletoma verrilli,3,Scoletoma verrilli,421066,AZTI
Scoletoma zonata,2,Scoletoma zonata,1039075,AZTI
Scoloplos acmeceps,1,Scoloplos acmeceps,337437,AZTI
Scoloplos acutus,1,Scoloplos acutus,157563,AZTI
Scoloplos armiger,3,Scoloplos armiger,130537,AZTI
Scoloplos armiger alaskensis,1,Scoloplos armiger alaskensis,NA,AZTI
Scoloplos armiger armiger,1,Scoloplos armiger armiger,NA,AZTI
Scoloplos capensis,1,Scoloplos capensis,224442,AZTI
Scoloplos chevalieri canadiensis,1,Scoloplos chevalieri canadiensis,NA,AZTI
Scoloplos fragilis,3,Scoloplos fragilis,157564,AZTI
Scoloplos madagascariensis,1,Scoloplos madagascariensis,209880,AZTI
Scoloplos marsupialis,1,Scoloplos marsupialis,209879,AZTI
Scoloplos robustus,1,Scoloplos robustus,157565,AZTI
Scoloplos rubra,1,Scoloplos rubra,421020,AZTI
Scoloplos sp.,1,Scoloplos,129425,AZTI
Scoloplos texana,2,Scoloplos texana,337456,AZTI
Scoloplos treadwelli,1,Scoloplos treadwelli,331788,AZTI
Scoloplos typicus,1,Scoloplos typicus,1052455,AZTI
Scopelocheirus hopei,0,Scopelocheirus hopei,102720,AZTI
Scopimera globosa,1,Scopimera globosa,444911,AZTI
Scopimera longidactyla,1,Scopimera longidactyla,444917,AZTI
Scopolius nuttingi,0,Scopolius nuttingi,881728,AZTI
Scrobicularia plana,3,Scrobicularia plana,141424,AZTI
Scrobicularia sp.,3,Scrobicularia,138467,AZTI
Scrupocellaria minor,1,Scrupocellaria minor,156419,AZTI
Scrupocellaria reptans,1,Scrupocellaria reptans,111247,AZTI
Scrupocellaria scrupea,1,Scrupocellaria scrupea,111249,AZTI
Scutopus ventrolineatus,1,Scutopus ventrolineatus,140250,AZTI
Scylla serrata,1,Scylla serrata,208814,AZTI
Scyllarides latus,2,Scyllarides latus,107708,AZTI
Scyllarus arctus,1,Scyllarus arctus,107709,AZTI
Scyllis sp.,1,Scyllis,NA,AZTI
Scyphoproctus djiboutiensis,5,Scyphoproctus djiboutiensis,209891,AZTI
Scyphoproctus oculatus,3,Scyphoproctus oculatus,746603,AZTI
Scyphoproctus sp.,3,Scyphoproctus,206112,AZTI
Seila adamsii,1,Seila adamsii,160051,AZTI
Semele proficua,2,Semele proficua,420915,AZTI
Semele purpurascens,2,Semele purpurascens,420916,AZTI
Semele solida,2,Semele solida,507298,AZTI
Semele sp.,2,Semele,138476,AZTI
Semele venusta,2,Semele venusta,507311,AZTI
Semelina nuculoides,2,Semelina nuculoides,420917,AZTI
Semibalanus balanoides,1,Semibalanus balanoides,106210,AZTI
Semibalanus sp.,1,Semibalanus,106121,AZTI
Semicassis saburon,0,Semicassis saburon,509237,AZTI
Semierycina nitida,2,Semierycina nitida,152310,AZTI
Semimytilus algosus,1,Semimytilus algosus,224601,AZTI
Semisalsa stagnorum,3,Semisalsa stagnorum,153928,AZTI
Semivermilia sp.,2,Semivermilia,129579,AZTI
Sergia sp.,0,Sergia,142277,AZTI
Sergia sp.,0,Sergia,106830,AZTI
Sermyla riqueti,1,Sermyla riqueti,757054,AZTI
Serpula concharum,1,Serpula concharum,131048,AZTI
Serpula lobiancoi,1,Serpula lobiancoi,131050,AZTI
Serpula narconensis,1,Serpula narconensis,174663,AZTI
Serpula sp.,1,Serpula,129580,AZTI
Serpula vermicularis,1,Serpula vermicularis,131051,AZTI
Serratina aequistriata,1,Serratina aequistriata,877243,AZTI
Serratina capsoides,1,Serratina capsoides,605892,AZTI
Serratina fissa,1,Serratina fissa,877254,AZTI
Serratina serrata,1,Serratina serrata,605899,AZTI
Serratina sp.,1,Serratina,565256,AZTI
Serripes groenlandicus,1,Serripes groenlandicus,582749,AZTI
Sertularella distans,2,Sertularella distans,546867,AZTI
Sertularella ellisii,2,Sertularella ellisii,117899,AZTI
Sertularella fusiformis,2,Sertularella fusiformis,117900,AZTI
Sertularella gaudichaudi,2,Sertularella gaudichaudi,117901,AZTI
Sertularella gayi,2,Sertularella gayi,117902,AZTI
Sertularella gigantea,2,Sertularella gigantea,174574,AZTI
Sertularella mediterranea,2,Sertularella mediterranea,117903,AZTI
Sertularella polyzonias,2,Sertularella polyzonias,117906,AZTI
Sertularella sp.,2,Sertularella,117233,AZTI
Sertularia abietina,2,Sertularia abietina,151527,AZTI
Sertularia albimaris,2,Sertularia albimaris,117911,AZTI
Sertularia argentea,2,Sertularia argentea,117912,AZTI
Sertularia cupressina,2,Sertularia cupressina,117913,AZTI
Sertularia distans,2,Sertularia distans,546868,AZTI
Sertularia distans,2,Sertularia distans,117914,AZTI
Sertularia distans,2,Sertularia distans,1388396,AZTI
Sertularia mirabilis,2,Sertularia mirabilis,117920,AZTI
Sertularia polyzonias,2,Sertularia polyzonias,152089,AZTI
Sertularia pulchra,2,Sertularia pulchra,NA,AZTI
Sertularia sp.,2,Sertularia,117234,AZTI
Sertularia tenera,2,Sertularia tenera,117925,AZTI
Sesarma bidens,3,Sesarma bidens,209163,AZTI
Sesarma haematocheir,3,Sesarma haematocheir,NA,AZTI
Sestrostoma balssi,1,Sestrostoma balssi,444756,AZTI
Setia ambigua,1,Setia ambigua,141380,AZTI
Setia semistriata,1,Setia semistriata,NA,AZTI
Seulocia latirostrata,1,Seulocia latirostrata,441396,AZTI
Seulocia rhomboidalis,1,Seulocia rhomboidalis,441399,AZTI
Sextonia longirostris,2,Sextonia longirostris,102491,AZTI
SIBOGLINIDAE,1,SIBOGLINIDAE,129096,AZTI
Siboglinum sp.,0,Siboglinum,129103,AZTI
Sicyonia carinata,0,Sicyonia carinata,107114,AZTI
Sigalion capense,2,Sigalion capense,338369,AZTI
Sigalion capensis,2,Sigalion capensis,334783,AZTI
Sigalion japonica,2,Sigalion japonica,NA,AZTI
Sigalion mathildae,2,Sigalion mathildae,131072,AZTI
Sigalion sp.,2,Sigalion,129594,AZTI
Sigalion spinosus,1,Sigalion spinosus,334789,AZTI
Sigalion squamosus,2,Sigalion squamosus,131073,AZTI
SIGALIONIDAE,0,SIGALIONIDAE,943,AZTI
Sigambra bassi,4,Sigambra bassi,157568,AZTI
Sigambra constricta,3,Sigambra constricta,130701,AZTI
Sigambra hanaokai,2,Sigambra hanaokai,334791,AZTI
Sigambra parva,3,Sigambra parva,130702,AZTI
Sigambra sp.,0,Sigambra,129467,AZTI
Sigambra tentaculata,4,Sigambra tentaculata,130703,AZTI
Sige fusigera,3,Sige fusigera,130690,AZTI
Sige sp.,3,Sige,129460,AZTI
Sigmomorphina semitecta,0,Sigmomorphina semitecta,582816,AZTI
Siliqua lucida,2,Siliqua lucida,536683,AZTI
Siliqua minima,2,Siliqua minima,413613,AZTI
Siliqua patula,2,Siliqua patula,536684,AZTI
Siliqua pulchella,2,Siliqua pulchella,216474,AZTI
Siliqua sp.,2,Siliqua,159997,AZTI
Similipecten greenlandicus,1,Similipecten greenlandicus,181299,AZTI
Similipecten similis,1,Similipecten similis,147154,AZTI
Simomactra sp.,2,Simomactra,492522,AZTI
Simplisetia erythraeensis,2,Simplisetia erythraeensis,703856,AZTI
Sinelobus stanfordi,2,Sinelobus stanfordi,247737,AZTI
Sinocorophium alienense,3,Sinocorophium alienense,431367,AZTI
Sinocorophium heteroceratum,3,Sinocorophium heteroceratum,431368,AZTI
Sinocorophium sinensis,3,Sinocorophium sinensis,431375,AZTI
Sinoediceros homopalmatus,2,Sinoediceros homopalmatus,547410,AZTI
Sinonovacula constricta,2,Sinonovacula constricta,413600,AZTI
Sinum cymba,1,Sinum cymba,575242,AZTI
Sinum incisum,1,Sinum incisum,571892,AZTI
Sinum sp.,1,Sinum,138244,AZTI
Siphonaria lessonii,1,Siphonaria lessonii,533427,AZTI
Siphonaria pectinata,1,Siphonaria pectinata,141470,AZTI
Siphonodentalium lobatum,2,Siphonodentalium lobatum,140015,AZTI
Siphonodentalium quadrifissatum,2,Siphonodentalium quadrifissatum,575146,AZTI
Siphonoecetes dellavallei,1,Siphonoecetes dellavallei,NA,AZTI
Siphonoecetes kroyeranus,1,Siphonoecetes kroyeranus,1059688,AZTI
Siphonoecetes sabatieri,1,Siphonoecetes sabatieri,1059633,AZTI
Siphonoecetes sp.,1,Siphonoecetes,101493,AZTI
Siphonoecetes striatus,1,Siphonoecetes striatus,NA,AZTI
SIPUNCULA,1,SIPUNCULA,1268,AZTI
Sipunculus norvegicus,1,Sipunculus norvegicus,424077,AZTI
Sipunculus nudus,1,Sipunculus nudus,424084,AZTI
Siriella clausi,2,Siriella clausi,120210,AZTI
Siriella clausii,2,Siriella clausii,226375,AZTI
Siriella jaltensis,2,Siriella jaltensis,120214,AZTI
Siriella pacifica,2,Siriella pacifica,226795,AZTI
Sirpus zariquieyi,1,Sirpus zariquieyi,107280,AZTI
Skenea areolata,1,Skenea areolata,141518,AZTI
Skenea serpuloides,1,Skenea serpuloides,141531,AZTI
Skenea sp.,1,Skenea,138508,AZTI
Skeneopsis planorbis,1,Skeneopsis planorbis,141539,AZTI
Skogsbergia megalops,2,Skogsbergia megalops,127727,AZTI
Smaragdia viridis,1,Smaragdia viridis,140570,AZTI
Smithiella costulata,1,Smithiella costulata,434888,AZTI
Smittia sp.,3,Smittia,851530,AZTI
Smittina bella,2,Smittina bella,111550,AZTI
Smittoidea amplissima,2,Smittoidea amplissima,111566,AZTI
Socarnes erythrophthalmus,2,Socarnes erythrophthalmus,148560,AZTI
Socarnes filicornis,2,Socarnes filicornis,102725,AZTI
Socarnes sp.,2,Socarnes,101653,AZTI
Solamen columbianum,2,Solamen columbianum,506181,AZTI
Solariella obscura,1,Solariella obscura,141840,AZTI
Solariella sp.,1,Solariella,138597,AZTI
Solariella varicosa,1,Solariella varicosa,141846,AZTI
Solariorbis infracarinatus,0,Solariorbis infracarinatus,419665,AZTI
Solariorbis sp.,0,Solariorbis,415988,AZTI
Solaster endeca,1,Solaster endeca,124160,AZTI
Solaster sp.,1,Solaster,123338,AZTI
Solaster syrtensis,1,Solaster syrtensis,124167,AZTI
Solecurtus chamasolen,1,Solecurtus chamasolen,152856,AZTI
Solecurtus scopula,1,Solecurtus scopula,141543,AZTI
Solecurtus sp.,1,Solecurtus,138513,AZTI
Solemya reidi,5,Solemya reidi,507128,AZTI
Solemya togata,1,Solemya togata,141545,AZTI
Solemya velum,1,Solemya velum,156994,AZTI
Solemya woodwardiana,4,Solemya woodwardiana,NA,AZTI
Solen brevissimus,1,Solen brevissimus,413341,AZTI
Solen dunkerianus,1,Solen dunkerianus,413629,AZTI
Solen gouldi,1,Solen gouldi,216479,AZTI
Solen grandis,1,Solen grandis,367773,AZTI
Solen marginatus,1,Solen marginatus,141546,AZTI
Solen roseomaculatus,1,Solen roseomaculatus,216476,AZTI
Solen rostriformis,2,Solen rostriformis,413508,AZTI
Solen rudis,2,Solen rudis,413649,AZTI
Solen rudis,2,Solen rudis,413521,AZTI
Solen sicarius,2,Solen sicarius,413523,AZTI
Solen sp.,2,Solen,138515,AZTI
Solen strictus,1,Solen strictus,367772,AZTI
Solena rudis,2,Solena rudis,512088,AZTI
SOLENACEA,1,SOLENACEA,NA,AZTI
SOLENIDAE,1,SOLENIDAE,233,AZTI
Solenocera crassicornis,2,Solenocera crassicornis,107119,AZTI
Solenocera membranacea,2,Solenocera membranacea,107120,AZTI
Solenocera sp.,2,Solenocera,106826,AZTI
SOLENOCERIDAE,2,SOLENOCERIDAE,106729,AZTI
Solenocurtus antiquatus,1,Solenocurtus antiquatus,751304,AZTI
Sophrosyne inverarae,0,Sophrosyne inverarae,512142,AZTI
Sorgenfreispira brachystoma,1,Sorgenfreispira brachystoma,847930,AZTI
Sosane gracilis,3,Sosane gracilis,155039,AZTI
Sosane sp.,0,Sosane,129179,AZTI
Sosane sulcata,2,Sosane sulcata,129821,AZTI
Sosane wahrbergi,2,Sosane wahrbergi,334811,AZTI
Sosane wireni,1,Sosane wireni,334812,AZTI
Sosanides glandularis,3,Sosanides glandularis,331961,AZTI
Sosanopsis wireni,1,Sosanopsis wireni,129822,AZTI
Spadella cephaloptera,3,Spadella cephaloptera,105468,AZTI
Spadella macrophthalma,3,Spadella macrophthalma,NA,AZTI
Spadella sp.,3,Spadella,105413,AZTI
Spatangus purpureus,1,Spatangus purpureus,124418,AZTI
Spatangus raschi,1,Spatangus raschi,124419,AZTI
Spatangus sp.,1,Spatangus,123430,AZTI
Speocarcinus sp.,2,Speocarcinus,415995,AZTI
Sphaerechinus granularis,1,Sphaerechinus granularis,124427,AZTI
Sphaerephesia chilensis,1,Sphaerephesia chilensis,331966,AZTI
Sphaerodoridium claparedeii,2,Sphaerodoridium claparedeii,131086,AZTI
Sphaerodoridium claparedii,2,Sphaerodoridium claparedii,157570,AZTI
Sphaerodoridium fauchaldi,2,Sphaerodoridium fauchaldi,131087,AZTI
Sphaerodoridium minutum,2,Sphaerodoridium minutum,155127,AZTI
Sphaerodoridium sp.,2,Sphaerodoridium,129600,AZTI
Sphaerodoropsis baltica,2,Sphaerodoropsis baltica,131089,AZTI
Sphaerodoropsis minuta,2,Sphaerodoropsis minuta,131096,AZTI
Sphaerodoropsis parva,2,Sphaerodoropsis parva,131097,AZTI
Sphaerodoropsis philippi,2,Sphaerodoropsis philippi,131098,AZTI
Sphaerodoropsis sp.,2,Sphaerodoropsis,129601,AZTI
Sphaerodoropsis sphaerulifer,2,Sphaerodoropsis sphaerulifer,254759,AZTI
Sphaerodoropsis vittori,2,Sphaerodoropsis vittori,331993,AZTI
Sphaerodorum flavum,2,Sphaerodorum flavum,152394,AZTI
Sphaerodorum gracilis,2,Sphaerodorum gracilis,131100,AZTI
Sphaerodorum minutum,2,Sphaerodorum minutum,155447,AZTI
Sphaerodorum sp.,2,Sphaerodorum,129602,AZTI
Sphaeroma annandalei travancorensis,3,Sphaeroma annandalei travancorensis,264244,AZTI
Sphaeroma hookeri,3,Sphaeroma hookeri,146935,AZTI
Sphaeroma monodi,2,Sphaeroma monodi,148663,AZTI
Sphaeroma quadridentatum,3,Sphaeroma quadridentatum,157912,AZTI
Sphaeroma rugicauda,3,Sphaeroma rugicauda,146936,AZTI
Sphaeroma serratum,3,Sphaeroma serratum,118973,AZTI
Sphaeroma sp.,3,Sphaeroma,955716,AZTI
Sphaeroma walkeri,3,Sphaeroma walkeri,220727,AZTI
Sphaeronassa mutabilis,2,Sphaeronassa mutabilis,225402,AZTI
Sphaerosyllis aciculata,3,Sphaerosyllis aciculata,331997,AZTI
Sphaerosyllis austriaca,2,Sphaerosyllis austriaca,131376,AZTI
Sphaerosyllis bilineata,1,Sphaerosyllis bilineata,331999,AZTI
Sphaerosyllis brevicirra,2,Sphaerosyllis brevicirra,131378,AZTI
Sphaerosyllis bulbosa,2,Sphaerosyllis bulbosa,131379,AZTI
Sphaerosyllis californiensis,1,Sphaerosyllis californiensis,332003,AZTI
Sphaerosyllis campoyi,2,Sphaerosyllis campoyi,131380,AZTI
Sphaerosyllis capensis,3,Sphaerosyllis capensis,131381,AZTI
Sphaerosyllis erinaceus,2,Sphaerosyllis erinaceus,131384,AZTI
Sphaerosyllis glandulata,1,Sphaerosyllis glandulata,131386,AZTI
Sphaerosyllis hystrix,2,Sphaerosyllis hystrix,131388,AZTI
Sphaerosyllis longicauda,2,Sphaerosyllis longicauda,131389,AZTI
Sphaerosyllis pirifera,2,Sphaerosyllis pirifera,131392,AZTI
Sphaerosyllis piriferopsis,3,Sphaerosyllis piriferopsis,131393,AZTI
Sphaerosyllis ranunculus,1,Sphaerosyllis ranunculus,332025,AZTI
Sphaerosyllis sublaevis,3,Sphaerosyllis sublaevis,332033,AZTI
Sphaerosyllis taylori,3,Sphaerosyllis taylori,131394,AZTI
Sphaerosyllis tetralix,2,Sphaerosyllis tetralix,131395,AZTI
Sphaerosyllis thomasi,2,Sphaerosyllis thomasi,131396,AZTI
Sphenia antillensis,2,Sphenia antillensis,543606,AZTI
Sphenia binghami,1,Sphenia binghami,140432,AZTI
Sphenia fragilis,2,Sphenia fragilis,420973,AZTI
Sphenia sp.,1,Sphenia,138212,AZTI
Sphyrapus anomalus,3,Sphyrapus anomalus,136322,AZTI
Spilocuma watlingi,2,Spilocuma watlingi,181823,AZTI
Spinolambrus macrochelos,0,Spinolambrus macrochelos,442337,AZTI
Spio arctica,3,Spio arctica,334825,AZTI
Spio armata,3,Spio armata,131180,AZTI
Spio blakei,3,Spio blakei,332052,AZTI
Spio cirrifera,2,Spio cirrifera,558894,AZTI
Spio decoratus,3,Spio decoratus,131182,AZTI
Spio filicornis,3,Spio filicornis,131183,AZTI
Spio goniocephala,3,Spio goniocephala,131184,AZTI
Spio limicola,3,Spio limicola,156433,AZTI
Spio maciolekae,2,Spio maciolekae,332058,AZTI
Spio maculata,2,Spio maculata,597008,AZTI
Spio martinensis,3,Spio martinensis,131185,AZTI
Spio mecznikowianus,3,Spio mecznikowianus,152439,AZTI
Spio multioculata,3,Spio multioculata,131186,AZTI
Spio pacifica,3,Spio pacifica,332060,AZTI
Spio pettiboneae,3,Spio pettiboneae,157572,AZTI
Spio sp.,3,Spio,129625,AZTI
Spio thulini,3,Spio thulini,157574,AZTI
Spiochaetopterus costarum,1,Spiochaetopterus costarum,129922,AZTI
Spiochaetopterus costarum oculatus,2,Spiochaetopterus costarum oculatus,335843,AZTI
Spiochaetopterus nonatoi,3,Spiochaetopterus nonatoi,332073,AZTI
Spiochaetopterus oculatus,2,Spiochaetopterus oculatus,157575,AZTI
Spiochaetopterus okudai,3,Spiochaetopterus okudai,NA,AZTI
Spiochaetopterus pottsi,2,Spiochaetopterus pottsi,NA,AZTI
Spiochaetopterus solitarius,3,Spiochaetopterus solitarius,129923,AZTI
Spiochaetopterus sp.,3,Spiochaetopterus,129233,AZTI
Spiochaetopterus typicus,3,Spiochaetopterus typicus,129924,AZTI
Spiochaetopterus vitrarius,3,Spiochaetopterus vitrarius,NA,AZTI
