species,value,species_mod,aphia_id,sens
SPIONIDAE,3,SPIONIDAE,913,AZTI
Spiophanes afer,1,Spiophanes afer,608083,AZTI
Spiophanes berkeleyorum,3,Spiophanes berkeleyorum,334829,AZTI
Spiophanes bombyx,3,Spiophanes bombyx,131187,AZTI
Spiophanes duplex,3,Spiophanes duplex,334830,AZTI
Spiophanes kimballi,3,Spiophanes kimballi,608084,AZTI
Spiophanes kroyeri,3,Spiophanes kroyeri,131188,AZTI
Spiophanes missionensis,3,Spiophanes missionensis,332094,AZTI
Spiophanes soederstroemi,3,Spiophanes soederstroemi,332099,AZTI
Spiophanes sp.,3,Spiophanes,129626,AZTI
Spiophanes tcherniai,3,Spiophanes tcherniai,174808,AZTI
Spiophanes urceolata,3,Spiophanes urceolata,152270,AZTI
Spiophanes wigleyi,3,Spiophanes wigleyi,131190,AZTI
Spiralinella incerta,1,Spiralinella incerta,836042,AZTI
Spiralinella spiralis,2,Spiralinella spiralis,836020,AZTI
Spirobranchus americanus,2,Spirobranchus americanus,560032,AZTI
Spirobranchus dendropoma,2,Spirobranchus dendropoma,334831,AZTI
Spirobranchus giganteus,1,Spirobranchus giganteus,209944,AZTI
Spirobranchus lamarcki,2,Spirobranchus lamarcki,560033,AZTI
Spirobranchus minutus,2,Spirobranchus minutus,560034,AZTI
Spirobranchus polytrema,3,Spirobranchus polytrema,131054,AZTI
Spirobranchus sp.,2,Spirobranchus,129582,AZTI
Spirobranchus tetraceros,2,Spirobranchus tetraceros,131055,AZTI
Spirobranchus triqueter,2,Spirobranchus triqueter,555935,AZTI
Spirographis spallanzanii,1,Spirographis spallanzanii,332117,AZTI
Spirontocaris liljeborgii,0,Spirontocaris liljeborgii,107531,AZTI
Spirontocaris lilljeborgii,0,Spirontocaris lilljeborgii,709394,AZTI
Spirontocaris spinus,0,Spirontocaris spinus,107533,AZTI
Spiropagurus spiriger,0,Spiropagurus spiriger,211134,AZTI
SPIRORBIDAE,2,SPIRORBIDAE,1021266,AZTI
Spirorbis corallinae,2,Spirorbis corallinae,131224,AZTI
Spirorbis marioni,2,Spirorbis marioni,131229,AZTI
Spirorbis pagenstecheri,2,Spirorbis pagenstecheri,155274,AZTI
Spirorbis rupestris,2,Spirorbis rupestris,131235,AZTI
Spirorbis sp.,2,Spirorbis,129642,AZTI
Spisula elliptica,1,Spisula elliptica,140300,AZTI
Spisula solida,1,Spisula solida,140301,AZTI
Spisula solidissima,1,Spisula solidissima,156996,AZTI
Spisula sp.,1,Spisula,138159,AZTI
Spisula subtruncata,1,Spisula subtruncata,140302,AZTI
Splendrillia janetae,1,Splendrillia janetae,761635,AZTI
Spondylus squamosus,0,Spondylus squamosus,207885,AZTI
Squilla chilensis,1,Squilla chilensis,NA,AZTI
Squilla oratoria,1,Squilla oratoria,409897,AZTI
Staurocephalus kefersteini,2,Staurocephalus kefersteini,155342,AZTI
Staurocephalus rudolphii,4,Staurocephalus rudolphii,340648,AZTI
Stauronereis caeca,4,Stauronereis caeca,340650,AZTI
Stegocephaloides christianiensis,0,Stegocephaloides christianiensis,103102,AZTI
Stegocephalus inflatus,1,Stegocephalus inflatus,103105,AZTI
Stegocephalus sp.,1,Stegocephalus,101759,AZTI
Stegohornera lichenoides,1,Stegohornera lichenoides,423770,AZTI
Stegophiura nodosa,1,Stegophiura nodosa,124943,AZTI
Stegophiura sladeni,1,Stegophiura sladeni,244371,AZTI
Stegopoma plicatile,1,Stegopoma plicatile,117975,AZTI
Stegosoma magnum,0,Stegosoma magnum,103422,AZTI
Stenocuma diastyloides,1,Stenocuma diastyloides,NA,AZTI
Stenocuma gracilis,2,Stenocuma gracilis,NA,AZTI
Stenocuma graciloides,1,Stenocuma graciloides,NA,AZTI
Stenocuma tenuicauda,1,Stenocuma tenuicauda,NA,AZTI
Stenoninereis martini,3,Stenoninereis martini,334857,AZTI
Stenoninereis tecolutlensis,3,Stenoninereis tecolutlensis,421050,AZTI
Stenosemus albus,1,Stenosemus albus,247773,AZTI
Stenosoma acuminatum,0,Stenosoma acuminatum,295699,AZTI
Stenosoma capito,2,Stenosoma capito,474857,AZTI
Stenosoma sp.,0,Stenosoma,293057,AZTI
Stenothoe antennulariae,2,Stenothoe antennulariae,103150,AZTI
Stenothoe bosphorana,2,Stenothoe bosphorana,103152,AZTI
Stenothoe dollfusi,2,Stenothoe dollfusi,103159,AZTI
Stenothoe elachistoides,2,Stenothoe elachistoides,103162,AZTI
Stenothoe gallensis,2,Stenothoe gallensis,103163,AZTI
Stenothoe marina,2,Stenothoe marina,103166,AZTI
Stenothoe minuta,2,Stenothoe minuta,158149,AZTI
Stenothoe monoculoides,2,Stenothoe monoculoides,103169,AZTI
Stenothoe sp.,2,Stenothoe,101770,AZTI
Stenothoe tergestina,2,Stenothoe tergestina,103174,AZTI
Stenothoe valida,2,Stenothoe valida,103175,AZTI
STENOTHOIDAE,2,STENOTHOIDAE,101409,AZTI
Stenothyra divalis,1,Stenothyra divalis,767294,AZTI
Stenothyra glabrata,1,Stenothyra glabrata,820059,AZTI
Stenula rubrovittata,2,Stenula rubrovittata,103178,AZTI
Stephanoscyphus sp.,0,Stephanoscyphus,152211,AZTI
Stereoderma kirchsbergii,1,Stereoderma kirchsbergii,238129,AZTI
Sternaspis fossor,2,Sternaspis fossor,131241,AZTI
Sternaspis scutata,3,Sternaspis scutata,131242,AZTI
Sternaspis sp.,3,Sternaspis,129644,AZTI
Sthenelais articulata,2,Sthenelais articulata,332162,AZTI
Sthenelais berkeleyi,1,Sthenelais berkeleyi,334860,AZTI
Sthenelais boa,2,Sthenelais boa,131074,AZTI
Sthenelais fusca,2,Sthenelais fusca,332168,AZTI
Sthenelais helenae,2,Sthenelais helenae,155081,AZTI
Sthenelais jeffreysi,2,Sthenelais jeffreysi,131076,AZTI
Sthenelais limicola,2,Sthenelais limicola,131077,AZTI
Sthenelais minor,2,Sthenelais minor,160565,AZTI
Sthenelais mitsuii,2,Sthenelais mitsuii,334865,AZTI
Sthenelais sp.,2,Sthenelais,129595,AZTI
Sthenelais tertiaglabra,1,Sthenelais tertiaglabra,332186,AZTI
Sthenelais verruculosa,1,Sthenelais verruculosa,332187,AZTI
Sthenelais zetlandica,2,Sthenelais zetlandica,152364,AZTI
Sthenelanella uniformis,3,Sthenelanella uniformis,332194,AZTI
Sthenolepis grubei,1,Sthenolepis grubei,334870,AZTI
Sthenolepis japonica,2,Sthenolepis japonica,209682,AZTI
Sthenolepis sp.,1,Sthenolepis,156436,AZTI
Sthenolepis yhleni,1,Sthenolepis yhleni,156437,AZTI
Stichaster sp.,1,Stichaster,123228,AZTI
Stichaster striatus,3,Stichaster striatus,378839,AZTI
Stichastrella rosea,0,Stichastrella rosea,123813,AZTI
Stomacrustula cruenta,2,Stomacrustula cruenta,607838,AZTI
Stomacrustula sinuosa,2,Stomacrustula sinuosa,607840,AZTI
Stramonita haemastoma,1,Stramonita haemastoma,140417,AZTI
Streblosoma antarctica,2,Streblosoma antarctica,174966,AZTI
Streblosoma bairdi,1,Streblosoma bairdi,131538,AZTI
Streblosoma bairdi antarctica,2,Streblosoma bairdi antarctica,NA,AZTI
Streblosoma comatus,1,Streblosoma comatus,766071,AZTI
Streblosoma hartmanae,1,Streblosoma hartmanae,332332,AZTI
Streblosoma intestinale,1,Streblosoma intestinale,131540,AZTI
Streblosoma persica,1,Streblosoma persica,209914,AZTI
Streblosoma sp.,1,Streblosoma,129712,AZTI
Streblospio benedicti,3,Streblospio benedicti,131191,AZTI
Streblospio dekhuyzeni,3,Streblospio dekhuyzeni,131192,AZTI
Streblospio gynobranchiata,4,Streblospio gynobranchiata,332348,AZTI
Streblospio shrubsoli,3,Streblospio shrubsoli,334883,AZTI
Streblospio shrubsolii,3,Streblospio shrubsolii,131193,AZTI
Streblospio sp.,3,Streblospio,129627,AZTI
Streptodonta pterochaeta,2,Streptodonta pterochaeta,238207,AZTI
Streptospinigera heteroseta,3,Streptospinigera heteroseta,332351,AZTI
Streptosyllis arenae,3,Streptosyllis arenae,131398,AZTI
Streptosyllis bidentata,2,Streptosyllis bidentata,131399,AZTI
Streptosyllis campoyi,2,Streptosyllis campoyi,238248,AZTI
Streptosyllis pettiboneae,3,Streptosyllis pettiboneae,238496,AZTI
Streptosyllis sp.,2,Streptosyllis,129678,AZTI
Streptosyllis verrilli,2,Streptosyllis verrilli,866827,AZTI
Streptosyllis websteri,3,Streptosyllis websteri,131402,AZTI
Striarca lactea,1,Striarca lactea,140571,AZTI
Striarca symmetrica,1,Striarca symmetrica,224624,AZTI
Strigatella zebra,0,Strigatella zebra,934655,AZTI
Strobiligera brychia,1,Strobiligera brychia,141727,AZTI
Strombiformis hemphilli,0,Strombiformis hemphilli,536336,AZTI
Strombiformis patula,0,Strombiformis patula,NA,AZTI
Strombina sp.,0,Strombina,456521,AZTI
Strongylocentrotus droebachiensis,1,Strongylocentrotus droebachiensis,124321,AZTI
Strongylocentrotus pallidus,1,Strongylocentrotus pallidus,124324,AZTI
Styela clava,2,Styela clava,103929,AZTI
Styela sp.,2,Styela,103543,AZTI
Stylaria lacustris,5,Stylaria lacustris,137486,AZTI
Stylaria sp.,5,Stylaria,NA,AZTI
Stylarioides eruca,1,Stylarioides eruca,155504,AZTI
Stylarioides moniliferus,1,Stylarioides moniliferus,336835,AZTI
Stylarioides monolifer,1,Stylarioides monolifer,155505,AZTI
Stylarioides plumosa,3,Stylarioides plumosa,155506,AZTI
Stylarioides sp.,1,Stylarioides,155503,AZTI
Stylatula elegans,3,Stylatula elegans,128537,AZTI
Stylatula sp.,3,Stylatula,128502,AZTI
Stylochus ellipticus,2,Stylochus ellipticus,417036,AZTI
Subadyte pellucida,2,Subadyte pellucida,130833,AZTI
Suberites carnosus,2,Suberites carnosus,134275,AZTI
Suberites ficus,2,Suberites ficus,134285,AZTI
Suberites spermatozoon,2,Suberites spermatozoon,170875,AZTI
Sulcoretusa xystrum,2,Sulcoretusa xystrum,NA,AZTI
Sunetta concinna,1,Sunetta concinna,507902,AZTI
Suturoglypta iontha,0,Suturoglypta iontha,420013,AZTI
Sycon ciliatum,1,Sycon ciliatum,132251,AZTI
Sycon raphanus,1,Sycon raphanus,132257,AZTI
Sydaphera spengleriana,0,Sydaphera spengleriana,464837,AZTI
Sydaphera spurious,0,Sydaphera spurious,NA,AZTI
Syllides armata,2,Syllides armata,NA,AZTI
Syllides bansei,3,Syllides bansei,131404,AZTI
Syllides benedicti,2,Syllides benedicti,131405,AZTI
Syllides caribica,2,Syllides caribica,332368,AZTI
Syllides convolutus,2,Syllides convolutus,131406,AZTI
Syllides edentatus,2,Syllides edentatus,131407,AZTI
Syllides edentula,2,Syllides edentula,131408,AZTI
Syllides fulva,2,Syllides fulva,210044,AZTI
Syllides fulvus,2,Syllides fulvus,131409,AZTI
Syllides japonicus,2,Syllides japonicus,131410,AZTI
Syllides longocirratus,2,Syllides longocirratus,131411,AZTI
Syllides sp.,2,Syllides,129679,AZTI
Syllides verrilli,2,Syllides verrilli,332378,AZTI
Syllidia armata,2,Syllidia armata,130198,AZTI
Syllidia inermis,2,Syllidia inermis,173433,AZTI
Syllidia sp.,2,Syllidia,129320,AZTI
Syllis alosae,2,Syllis alosae,195996,AZTI
Syllis alternata,2,Syllis alternata,131413,AZTI
Syllis amica,2,Syllis amica,131414,AZTI
Syllis armillaris,2,Syllis armillaris,131415,AZTI
Syllis beneliahuae,3,Syllis beneliahuae,195997,AZTI
Syllis beneliahui,3,Syllis beneliahui,131417,AZTI
Syllis botosaneanui,2,Syllis botosaneanui,760839,AZTI
Syllis brevipennis,2,Syllis brevipennis,131420,AZTI
Syllis broomensis,3,Syllis broomensis,816639,AZTI
Syllis caeca,2,Syllis caeca,1044361,AZTI
Syllis columbretensis,2,Syllis columbretensis,131422,AZTI
Syllis compacta,2,Syllis compacta,131423,AZTI
Syllis corallicola,3,Syllis corallicola,131424,AZTI
Syllis corallicoloides,3,Syllis corallicoloides,131425,AZTI
Syllis cornuta,2,Syllis cornuta,157583,AZTI
Syllis cruzi,1,Syllis cruzi,131426,AZTI
Syllis danieli,3,Syllis danieli,332394,AZTI
Syllis ergeni,3,Syllis ergeni,238253,AZTI
Syllis farallonensis,1,Syllis farallonensis,NA,AZTI
Syllis fasciata,2,Syllis fasciata,131429,AZTI
Syllis ferrani,2,Syllis ferrani,131430,AZTI
Syllis ferrugina,2,Syllis ferrugina,155451,AZTI
Syllis garciai,2,Syllis garciai,131431,AZTI
Syllis gerlachi,2,Syllis gerlachi,131432,AZTI
Syllis gerundensis,2,Syllis gerundensis,131433,AZTI
Syllis gracilis,3,Syllis gracilis,131435,AZTI
Syllis hyalina,2,Syllis hyalina,131436,AZTI
Syllis hyperioni,2,Syllis hyperioni,NA,AZTI
Syllis jorgei,2,Syllis jorgei,196000,AZTI
Syllis krohni,2,Syllis krohni,131440,AZTI
Syllis krohnii,2,Syllis krohnii,238648,AZTI
Syllis lutea,3,Syllis lutea,131442,AZTI
Syllis maryae,2,Syllis maryae,332407,AZTI
Syllis mexicana,2,Syllis mexicana,760473,AZTI
Syllis nipponica,3,Syllis nipponica,NA,AZTI
Syllis ortizi,2,Syllis ortizi,332415,AZTI
Syllis papillosus,2,Syllis papillosus,NA,AZTI
Syllis parapari,2,Syllis parapari,196002,AZTI
Syllis pontxioi,2,Syllis pontxioi,196003,AZTI
Syllis prolifera,2,Syllis prolifera,131452,AZTI
Syllis prolixa,3,Syllis prolixa,334894,AZTI
Syllis pulvinata,2,Syllis pulvinata,131453,AZTI
Syllis rosea,2,Syllis rosea,131454,AZTI
Syllis sp.,2,Syllis,129680,AZTI
Syllis spongicola,2,Syllis spongicola,155296,AZTI
Syllis torquata,2,Syllis torquata,131456,AZTI
Syllis truncata,2,Syllis truncata,131457,AZTI
Syllis variegata,2,Syllis variegata,131458,AZTI
Syllis vittata,2,Syllis vittata,131459,AZTI
Syllis vivipara,2,Syllis vivipara,131460,AZTI
Syllis westheidei,2,Syllis westheidei,131461,AZTI
Syllis zonata,2,Syllis zonata,131462,AZTI
Symplectoscyphus tricuspidatus,2,Symplectoscyphus tricuspidatus,117929,AZTI
Synalpheus sp.,2,Synalpheus,106982,AZTI
Synaptotanais notabilis,3,Synaptotanais notabilis,247741,AZTI
Synchelidium americanum,1,Synchelidium americanum,1378200,AZTI
Synchelidium haplocheles,1,Synchelidium haplocheles,102924,AZTI
Synchelidium longidigitatum,1,Synchelidium longidigitatum,102927,AZTI
Synchelidium maculatum,1,Synchelidium maculatum,102928,AZTI
Synchelidium shoemakeri,2,Synchelidium shoemakeri,546991,AZTI
Synchelidium sp.,1,Synchelidium,101704,AZTI
Synchelidium tenuimanum,1,Synchelidium tenuimanum,102929,AZTI
Synchelidiun gurjanovae,1,Synchelidiun gurjanovae,NA,AZTI
Synelmis albini,1,Synelmis albini,130704,AZTI
Synelmis ewingi,2,Synelmis ewingi,332437,AZTI
Synelmis klatti,2,Synelmis klatti,152345,AZTI
Synelmis sp.,2,Synelmis,129468,AZTI
Synidotea harfordi,0,Synidotea harfordi,257389,AZTI
Synidotea laevidorsalis,0,Synidotea laevidorsalis,148669,AZTI
Synidotea variegata,0,Synidotea variegata,220716,AZTI
Synisoma acuminatum,0,Synisoma acuminatum,119054,AZTI
Synisoma sp.,0,Synisoma,118457,AZTI
Synmerosyllis lamelligera,2,Synmerosyllis lamelligera,761617,AZTI
Syrnola fasciata,2,Syrnola fasciata,141046,AZTI
Syrrhoe crenulata,2,Syrrhoe crenulata,103188,AZTI
Tachytrypane jeffreysi,0,Tachytrypane jeffreysi,130511,AZTI
Tagelus affinis,2,Tagelus affinis,507358,AZTI
Tagelus californianus,2,Tagelus californianus,507361,AZTI
Tagelus divisus,2,Tagelus divisus,156999,AZTI
Tagelus dombeii,2,Tagelus dombeii,507364,AZTI
Tagelus peruvianus,2,Tagelus peruvianus,507367,AZTI
Tagelus plebeius,3,Tagelus plebeius,157001,AZTI
Tagelus sp.,2,Tagelus,156997,AZTI
Tagelus subteres,2,Tagelus subteres,507362,AZTI
Taliepus dentatus,1,Taliepus dentatus,441501,AZTI
Talitrus saltator,1,Talitrus saltator,103220,AZTI
Talorchestia brito,3,Talorchestia brito,103221,AZTI
Talorchestia deshayesii,3,Talorchestia deshayesii,416566,AZTI
Talparia talpa,0,Talparia talpa,216894,AZTI
Tambalagamia fauveli,2,Tambalagamia fauveli,332448,AZTI
Tambalagamia sp.,2,Tambalagamia,324873,AZTI
Tampaella mera,1,Tampaella mera,878344,AZTI
Tampaella meropsis,2,Tampaella meropsis,878383,AZTI
Tampaella tampaensis,1,Tampaella tampaensis,849095,AZTI
TANAIDACEA,2,TANAIDACEA,1133,AZTI
Tanais chevreuxi,2,Tanais chevreuxi,136545,AZTI
Tanais chevreuxi,2,Tanais chevreuxi,826460,AZTI
Tanais dulongii,2,Tanais dulongii,136546,AZTI
Tanais gracilis,2,Tanais gracilis,820123,AZTI
Tanais gracilis,2,Tanais gracilis,821602,AZTI
Tanais sp.,2,Tanais,136253,AZTI
Tanaissus lilljeborgi,3,Tanaissus lilljeborgi,136486,AZTI
Tanaissus psammophilus,2,Tanaissus psammophilus,157839,AZTI
Tanaopsis graciloides,3,Tanaopsis graciloides,136458,AZTI
Tanseimaruana vestis,0,Tanseimaruana vestis,730683,AZTI
Tanypus neopunctipennis,4,Tanypus neopunctipennis,NA,AZTI
Tanypus sp.,4,Tanypus,886228,AZTI
Tanypus stellatus,4,Tanypus stellatus,NA,AZTI
Tanystylum conirostre,2,Tanystylum conirostre,134634,AZTI
Tanytarsini sp.,4,Tanytarsini,712121,AZTI
Tanytarsus ejuncidus,4,Tanytarsus ejuncidus,NA,AZTI
Tanytarsus eminulus,4,Tanytarsus eminulus,NA,AZTI
Tanytarsus mendax,4,Tanytarsus mendax,NA,AZTI
Tanytarsus reei,4,Tanytarsus reei,NA,AZTI
Tanytarsus sp.,4,Tanytarsus,156922,AZTI
Tapes aureus,1,Tapes aureus,751173,AZTI
Tapes decussatus,1,Tapes decussatus,751209,AZTI
Tapes philippinarum,3,Tapes philippinarum,141928,AZTI
Tapes pullastra,1,Tapes pullastra,181540,AZTI
Tapes rhomboides,1,Tapes rhomboides,152316,AZTI
Tapes semidecussata,3,Tapes semidecussata,543872,AZTI
Tapes sp.,1,Tapes,138645,AZTI
Taranis moerchii,0,Taranis moerchii,139384,AZTI
TARDIGRADA,5,TARDIGRADA,1276,AZTI
Tauberia gracilis,3,Tauberia gracilis,762196,AZTI
Tawera elliptica,1,Tawera elliptica,507917,AZTI
Tawera gayi,1,Tawera gayi,826898,AZTI
Taylorpholoe hirsuta,2,Taylorpholoe hirsuta,334900,AZTI
Tectidrilus sp.,2,Tectidrilus,137363,AZTI
Tectonatica rizzae,2,Tectonatica rizzae,140554,AZTI
Tectura depicta,1,Tectura depicta,527867,AZTI
Tectura sp.,1,Tectura,138142,AZTI
Tectura testudinalis,1,Tectura testudinalis,140276,AZTI
Tectura virginea,1,Tectura virginea,153552,AZTI
Tegillarca granosa,1,Tegillarca granosa,504471,AZTI
Tegula atra,3,Tegula atra,533469,AZTI
Tegula patagonica,3,Tegula patagonica,533470,AZTI
Tegula sp.,3,Tegula,413467,AZTI
Teinostoma supravallatum,2,Teinostoma supravallatum,575552,AZTI
Telepsavus costarum,1,Telepsavus costarum,336446,AZTI
Tellidora cristata,1,Tellidora cristata,420898,AZTI
Tellimya ferruginosa,2,Tellimya ferruginosa,146952,AZTI
Tellimya tenella,2,Tellimya tenella,152397,AZTI
Tellina aequistriata,1,Tellina aequistriata,582764,AZTI
Tellina aequistriata,1,Tellina aequistriata,878757,AZTI
Tellina agilis,2,Tellina agilis,157002,AZTI
Tellina albicans,2,Tellina albicans,735831,AZTI
Tellina alternata,1,Tellina alternata,582765,AZTI
Tellina balaustina,1,Tellina balaustina,182680,AZTI
Tellina cadieni,2,Tellina cadieni,606936,AZTI
Tellina capsoides,1,Tellina capsoides,207719,AZTI
Tellina carpenteri,2,Tellina carpenteri,575396,AZTI
Tellina compressa,1,Tellina compressa,141584,AZTI
Tellina crassa,1,Tellina crassa,152263,AZTI
Tellina distorta,1,Tellina distorta,141585,AZTI
Tellina donacina,1,Tellina donacina,141586,AZTI
Tellina exigua,1,Tellina exigua,750508,AZTI
Tellina exigua,1,Tellina exigua,236728,AZTI
Tellina fabula,1,Tellina fabula,141587,AZTI
Tellina fabuloides,1,Tellina fabuloides,NA,AZTI
Tellina idae,2,Tellina idae,582775,AZTI
Tellina incarnata,1,Tellina incarnata,141588,AZTI
Tellina incarnata,1,Tellina incarnata,724736,AZTI
Tellina iridescens,1,Tellina iridescens,746729,AZTI
Tellina iris,1,Tellina iris,582776,AZTI
Tellina laevigata,2,Tellina laevigata,582777,AZTI
Tellina lineata,1,Tellina lineata,582778,AZTI
Tellina listeri,1,Tellina listeri,724774,AZTI
Tellina listeri,1,Tellina listeri,575773,AZTI
Tellina mera,1,Tellina mera,582781,AZTI
Tellina meropsis,2,Tellina meropsis,575418,AZTI
Tellina modesta,2,Tellina modesta,582782,AZTI
Tellina nitida,1,Tellina nitida,878162,AZTI
Tellina nitida,1,Tellina nitida,141589,AZTI
Tellina nitida,1,Tellina nitida,878308,AZTI
Tellina nuculoides,2,Tellina nuculoides,582784,AZTI
Tellina planata,1,Tellina planata,141590,AZTI
Tellina pulchella,1,Tellina pulchella,141591,AZTI
Tellina pusilla,1,Tellina pusilla,724608,AZTI
Tellina pygmaea,1,Tellina pygmaea,162581,AZTI
Tellina radiata,1,Tellina radiata,420900,AZTI
Tellina rutila,2,Tellina rutila,207737,AZTI
Tellina serrata,1,Tellina serrata,141594,AZTI
Tellina similis,1,Tellina similis,582787,AZTI
Tellina sp.,1,Tellina,138533,AZTI
Tellina squalida,1,Tellina squalida,750538,AZTI
Tellina squamifera,1,Tellina squamifera,582788,AZTI
Tellina sulcata,1,Tellina sulcata,876755,AZTI
Tellina sulcata,1,Tellina sulcata,207695,AZTI
Tellina tampaensis,1,Tellina tampaensis,582790,AZTI
Tellina tenella,1,Tellina tenella,724274,AZTI
Tellina tenella,1,Tellina tenella,157003,AZTI
Tellina tenuis,1,Tellina tenuis,141595,AZTI
Tellina texana,1,Tellina texana,582791,AZTI
Tellina versicolor,1,Tellina versicolor,543969,AZTI
Tellina versicolor,1,Tellina versicolor,157004,AZTI
Tellina wallaceae,1,Tellina wallaceae,606115,AZTI
Tellinella listeri,1,Tellinella listeri,420901,AZTI
TELLINIDAE,1,TELLINIDAE,235,AZTI
Temnopleurus hardwickii,1,Temnopleurus hardwickii,513593,AZTI
Temnopleurus toreumaticus,1,Temnopleurus toreumaticus,214667,AZTI
Tenonia priops,2,Tenonia priops,334901,AZTI
Tentorium semisuberites,1,Tentorium semisuberites,134224,AZTI
Tenuilineus albocinctus,3,Tenuilineus albocinctus,122573,AZTI
Terebella chilensis,2,Terebella chilensis,332469,AZTI
Terebella ehrenbergi,1,Terebella ehrenbergi,131541,AZTI
Terebella lapidaria,1,Terebella lapidaria,131542,AZTI
Terebella maculata,1,Terebella maculata,338569,AZTI
Terebella maculata,1,Terebella maculata,332480,AZTI
Terebella plagiostoma,2,Terebella plagiostoma,340127,AZTI
Terebella rubra,1,Terebella rubra,157585,AZTI
Terebella rubra,1,Terebella rubra,335287,AZTI
Terebella rubra,1,Terebella rubra,990552,AZTI
Terebella verrilli,1,Terebella verrilli,332497,AZTI
Terebellanice laeviseta,2,Terebellanice laeviseta,332499,AZTI
Terebellides atlantis,1,Terebellides atlantis,332501,AZTI
Terebellides californica,2,Terebellides californica,332504,AZTI
Terebellides carmenensis,1,Terebellides carmenensis,332505,AZTI
Terebellides gracilis,1,Terebellides gracilis,340092,AZTI
Terebellides horikoshii,3,Terebellides horikoshii,332508,AZTI
Terebellides klemani,1,Terebellides klemani,332510,AZTI
Terebellides kobei,1,Terebellides kobei,332511,AZTI
Terebellides lanai,1,Terebellides lanai,332514,AZTI
Terebellides parvus,1,Terebellides parvus,332521,AZTI
Terebellides reishi,2,Terebellides reishi,332522,AZTI
Terebellides sp.,1,Terebellides,129717,AZTI
Terebellides stroemii,2,Terebellides stroemii,131573,AZTI
Terebellides williamsae,1,Terebellides williamsae,334910,AZTI
Terebra areolata,2,Terebra areolata,208111,AZTI
Terebra areolata,2,Terebra areolata,564421,AZTI
Terebra dislocata,1,Terebra dislocata,160428,AZTI
Terebra dussumieri,2,Terebra dussumieri,447688,AZTI
Terebra guttata,2,Terebra guttata,208064,AZTI
Terebra koreana,2,Terebra koreana,NA,AZTI
Terebra laevigata,2,Terebra laevigata,208107,AZTI
Terebra protexta,1,Terebra protexta,420242,AZTI
Terebra sp.,2,Terebra,160427,AZTI
Terebratalia coreanica,1,Terebratalia coreanica,235616,AZTI
Terebratella dorsata,1,Terebratella dorsata,235661,AZTI
Terebratula coreanica,1,Terebratula coreanica,869074,AZTI
Terebratulina retusa,1,Terebratulina retusa,104055,AZTI
